id,empresa,nombre,descripcion,ubicacion,duracion,precio_persona,capacidad,restricciones,fecha_panorama
85486,Exodus Travels,Visita,Aventúrate en la montaña,El Puerto de Santa María,2,81000,13,{},2025-05-07 00:00:00
85492,Luxury Escapes,Tour,Descubre la gastronomía local,Puertollano,4,79000,47,{},
85506,Insight Vacations,Tour,Conoce la historia de la ciudad,León,1,60000,4,{},2025-07-07 00:00:00
85507,EF Tours,Visita,Relájate en la playa,León,1,74000,22,{},2025-07-08 00:00:00
85508,BCD Travel,Excursión,Descubre la gastronomía local,León,3,21000,40,,2025-07-09 00:00:00
85509,ŽFBH (Bosnia y Herzegovina),,,,,,4,{},
85514,,,Aventúrate en la montaña,San Fernando,4,44000,1,{},2026-11-09 00:00:00
85515,CWT,Excursión,Aventúrate en la montaña,San Fernando,2,52000,7,{},2026-11-10 00:00:00
85516,Insight Vacations,Aventura,Aventúrate en la montaña,San Fernando,4,19000,47,{},2026-11-11 00:00:00
85517,Abercrombie & Kent,Paseo,Relájate en la playa,San Fernando,,42000,48,{},2026-11-12 00:00:00
85518,Hays Travel,Tour,Disfruta de un día en la naturaleza,San Fernando,5,19000,15,{},2026-11-13 00:00:00
85521,,Paseo,Disfruta de un día en la naturaleza,Collado Villalba,4,73000,41,{},2026-11-16 00:00:00
85522,,Tour,Disfruta de un día en la naturaleza,Collado Villalba,2,61000,16,{},
85524,,Tour,Relájate en la playa,Collado Villalba,2,63000,44,{},2026-11-19 00:00:00
85526,United Airlines,,,,,,48,{},
85528,Expedia Group,Aventura,Aventúrate en la montaña,Zamora,7,56000,31,{},2026-03-19 00:00:00
85529,CWT,Excursión,,Zamora,5,-59000,18,{},2026-03-20 00:00:00
85530,Abercrombie & Kent,Tour,Relájate en la playa,Zamora,4,10000,34,,2026-03-21 00:00:00
85531,Kuoni,Aventura,Disfruta de un día en la naturaleza,,6,65000,25,{},2026-03-22 00:00:00
85532,Delta Air Lines,,,,,,84,{},
85533,PKP (Polonia),,,,,,37,{},
85536,CWT,Paseo,Conoce la historia de la ciudad,Alcalá de Guadaira,1,86000,9,{},
85537,,Excursión,Aventúrate en la montaña,Alcalá de Guadaira,2,94000,10,{},2026-09-02 00:00:00
85539,American Express Global Business Travel,,Conoce la historia de la ciudad,Alcalá de Guadaira,5,,35,{},2026-09-04 00:00:00
85549,GetYourGuide,Aventura,Conoce la historia de la ciudad,Cartagena,1,40000,40,{},2025-04-06 00:00:00
85550,,Aventura,Descubre la gastronomía local,Cartagena,3,60000,32,{},2025-04-07 00:00:00
85551,GetYourGuide,Visita,Aventúrate en la montaña,,6,71000,36,{},2025-04-08 00:00:00
85552,Apple Leisure Group,Paseo,Descubre la gastronomía local,Cartagena,2,69000,19,{},2025-04-09 00:00:00
85554,Kuoni,Paseo,Disfruta de un día en la naturaleza,Cartagena,7,58000,41,{},2025-04-11 00:00:00
85558,Thomas Cook,Tour,Aventúrate en la montaña,Almería,1,29000,24,{},2025-04-15 00:00:00
85559,Tripadvisor,Paseo,Disfruta de un día en la naturaleza,Almería,2,-65000,28,{},2025-04-16 00:00:00
85560,National Geographic Expeditions,,Conoce la historia de la ciudad,Almería,5,76000,46,{},2025-04-17 00:00:00
85561,GetYourGuide,Aventura,Descubre la gastronomía local,Almería,1,52000,36,{},2025-04-18 00:00:00
85562,Flight Centre Travel Group,Excursión,Conoce la historia de la ciudad,Almería,4,36000,,{},2025-04-19 00:00:00
85565,Air Canada,,,,,,69,{},
85566,,,,,,,6,{},
85568,Travel Leaders Group,Visita,Descubre la gastronomía local,Torrejón de Ardoz,2,64000,4,{},2025-05-06 00:00:00
85569,National Geographic Expeditions,Paseo,Relájate en la playa,Torrejón de Ardoz,1,95000,13,{},2025-05-07 00:00:00
85578,Klook,Visita,Descubre la gastronomía local,Pozuelo de Alarcón,,65000,40,{},2025-03-16 00:00:00
85579,Booking Holdings,Visita,Conoce la historia de la ciudad,Pozuelo de Alarcón,2,12000,16,{},2025-03-17 00:00:00
85580,Insight Vacations,Visita,Conoce la historia de la ciudad,Pozuelo de Alarcón,2,79000,38,{},2025-03-18 00:00:00
85581,Exodus Travels,,Conoce la historia de la ciudad,Pozuelo de Alarcón,5,,41,{},2025-03-19 00:00:00
85584,Secret Escapes,Excursión,Aventúrate en la montaña,Torrevieja,2,88000,45,{},2025-03-23 00:00:00
85585,Gray Line,Excursión,Disfruta de un día en la naturaleza,Torrevieja,3,35000,41,{},2025-03-24 00:00:00
85594,Kuoni,Visita,Descubre la gastronomía local,Puertollano,4,95000,19,{},
85598,Travel Leaders Group,Visita,Descubre la gastronomía local,Barcelona,2,,3,{},2026-01-19 00:00:00
85600,EF Tours,Tour,Aventúrate en la montaña,Barcelona,2,92000,1,{},
85603,Viator,Visita,Relájate en la playa,Logroño,3,,30,{},2026-01-23 00:00:00
85604,Hays Travel,Paseo,Conoce la historia de la ciudad,Logroño,5,17000,40,,2026-01-24 00:00:00
85606,Tripadvisor,Tour,Relájate en la playa,Logroño,3,71000,23,{},2026-01-26 00:00:00
85607,Contiki,Paseo,Descubre la gastronomía local,Logroño,7,,18,{},2026-01-27 00:00:00
85617,National Geographic Expeditions,Tour,Aventúrate en la montaña,Mollet del Vallés,4,31000,40,{},2026-01-16 00:00:00
85622,All Nippon Airways (ANA),,,,,,23,{},
85625,Klook,Paseo,Disfruta de un día en la naturaleza,Oviedo,2,16000,22,{},2025-08-11 00:00:00
85629,Contiki,Paseo,Descubre la gastronomía local,Palma de Mallorca,5,18000,50,{},
85636,TUI Group,Excursión,Relájate en la playa,Valladolid,6,57000,48,{},2026-01-01 00:00:00
85637,National Geographic Expeditions,Visita,Descubre la gastronomía local,Valladolid,6,98000,50,{},2026-01-02 00:00:00
85638,Thomas Cook,Excursión,Relájate en la playa,Valladolid,1,77000,24,{},2026-01-03 00:00:00
85640,Gray Line,Visita,Aventúrate en la montaña,Valladolid,5,,45,{},2026-01-05 00:00:00
85641,Secret Escapes,Excursión,Disfruta de un día en la naturaleza,Valladolid,4,65000,25,{},2026-01-06 00:00:00
85646,BCD Travel,Aventura,Disfruta de un día en la naturaleza,Guadalajara,1,88000,29,{},2026-11-09 00:00:00
85652,Booking Holdings,Excursión,Relájate en la playa,Sanlúcar de Barrameda,2,,18,,2025-12-14 00:00:00
85664,National Geographic Expeditions,,Conoce la historia de la ciudad,Málaga,3,,49,{},2025-08-06 00:00:00
85671,National Geographic Expeditions,Aventura,Aventúrate en la montaña,Gijón,3,26000,24,{},2025-05-30 00:00:00
85672,National Geographic Expeditions,Aventura,,Gijón,5,28000,47,{},2025-05-31 00:00:00
85683,LATAM Airlines,,,,,,40,{},
85684,All Nippon Airways (ANA),,,,,,,{},
85685,Japan Airlines,,,,,,88,{},
85686,Japan Airlines,,,,,,23,{},
85689,American Express Global Business Travel,Tour,Descubre la gastronomía local,Málaga,5,15000,17,{},
85708,TUI Group,Paseo,Conoce la historia de la ciudad,Zamora,3,6000,,{},
85714,ZSSK (Eslovaquia),,,,,,96,{},
85720,EF Tours,Excursión,Descubre la gastronomía local,Santa Cruz de Tenerife,5,6000,14,{},2026-10-06 00:00:00
85725,Lufthansa,,,,,,89,{},
85726,Aeroméxico,,,,,,14,{},
85727,Turkish Airlines,,,,,,23,{},
85729,G Adventures,Aventura,Conoce la historia de la ciudad,Santa Cruz de Tenerife,2,93000,5,{},2026-03-05 00:00:00
85730,Trafalgar,Paseo,,Santa Cruz de Tenerife,1,61000,39,{},
85731,,Paseo,Descubre la gastronomía local,Santa Cruz de Tenerife,1,50000,25,{},2026-03-07 00:00:00
85732,Civitatis,Excursión,Conoce la historia de la ciudad,Santa Cruz de Tenerife,5,18000,42,{},2026-03-08 00:00:00
85733,,,Conoce la historia de la ciudad,Santa Cruz de Tenerife,3,60000,33,{},2026-03-09 00:00:00
85753,American Express Global Business Travel,Visita,Disfruta de un día en la naturaleza,Elche,5,,8,{},2025-01-23 00:00:00
85761,CWT,Tour,Relájate en la playa,Collado Villalba,4,59000,19,{},2026-05-30 00:00:00
85762,Hays Travel,Visita,Relájate en la playa,Collado Villalba,,-47000,39,{},2026-05-31 00:00:00
85763,Gray Line,Paseo,Aventúrate en la montaña,Collado Villalba,6,90000,22,{},2026-06-01 00:00:00
85766,Intrepid Travel,Excursión,Disfruta de un día en la naturaleza,Barcelona,6,51000,28,{},2026-06-03 00:00:00
85772,Flight Centre Travel Group,Aventura,,Murcia,6,32000,10,{},2025-04-14 00:00:00
85774,Tripadvisor,Tour,Conoce la historia de la ciudad,Murcia,2,50000,17,{},2025-04-16 00:00:00
85792,Exodus Travels,Tour,,Toledo,6,17000,20,{},2025-08-03 00:00:00
85800,Apple Leisure Group,Tour,Conoce la historia de la ciudad,Avilés,6,57000,49,{},2025-08-10 00:00:00
85811,Klook,Paseo,Conoce la historia de la ciudad,Gijón,2,61000,23,{},2025-02-02 00:00:00
85812,Contiki,Excursión,Aventúrate en la montaña,Gijón,6,91000,2,{},2025-02-03 00:00:00
85813,All Nippon Airways (ANA),,,,,,7,{},
85818,Luxury Escapes,Aventura,Conoce la historia de la ciudad,Alcalá de Henares,6,5000,2,,2025-07-20 00:00:00
85820,Apple Leisure Group,Paseo,Descubre la gastronomía local,Alcalá de Henares,2,98000,22,{},2025-07-22 00:00:00
85823,National Geographic Expeditions,Paseo,,San Fernando,2,68000,3,{},2025-07-24 00:00:00
85824,Secret Escapes,,,San Fernando,7,46000,29,{},2025-07-25 00:00:00
85829,Contiki,,,Pozuelo de Alarcón,7,,41,{},2025-11-07 00:00:00
85855,Globus,Tour,Relájate en la playa,Fuengirola,3,82000,27,{},2026-07-01 00:00:00
85866,Hays Travel,Visita,,Mérida,6,52000,39,{},2026-08-01 00:00:00
85868,BCD Travel,Excursión,Disfruta de un día en la naturaleza,Mérida,,83000,22,{},2026-08-03 00:00:00
85869,,Visita,Conoce la historia de la ciudad,,1,68000,48,{},2026-08-04 00:00:00
85870,Globus,Excursión,Aventúrate en la montaña,Mérida,4,8000,31,{},2026-08-05 00:00:00
85886,KLM,,,,,,68,{},
85889,Secret Escapes,Tour,Aventúrate en la montaña,,2,,37,{},
85891,Tripadvisor,Aventura,Disfruta de un día en la naturaleza,Calahorra,6,,19,{},2026-08-13 00:00:00
85892,Alaska Airlines,,,,,,96,{},
85893,,,,,,,46,,
85895,Ethiopian Airlines,,,,,,,{},
85897,,,Aventúrate en la montaña,Santa Coloma de Gramanet,7,96000,3,{},2025-11-18 00:00:00
88695,Lufthansa,,,,,,1,{},
85903,Secret Escapes,Visita,Conoce la historia de la ciudad,Rubí,6,40000,33,{},
85904,Booking Holdings,Tour,Aventúrate en la montaña,Rubí,5,16000,22,{},2026-02-24 00:00:00
85905,KLM,,,,,,24,{},
85910,Turkish Airlines,,,,,,30,{},
85912,Thomas Cook,Paseo,Descubre la gastronomía local,Roquetas de Mar,4,33000,42,{},
85914,BCD Travel,Aventura,,Roquetas de Mar,1,72000,39,,2025-05-20 00:00:00
85916,Contiki,Aventura,Relájate en la playa,Roquetas de Mar,7,44000,11,{},2025-05-22 00:00:00
85917,Apple Leisure Group,Aventura,Descubre la gastronomía local,Roquetas de Mar,2,5000,31,{},2025-05-23 00:00:00
85920,Klook,Visita,Relájate en la playa,Sanlúcar de Barrameda,6,25000,10,{},
85923,Copa Airlines,,,,,,32,{},
85931,Tripadvisor,Tour,Disfruta de un día en la naturaleza,Getafe,5,,47,{},2025-08-20 00:00:00
85932,National Geographic Expeditions,Excursión,Relájate en la playa,Getafe,5,37000,6,{},2025-08-21 00:00:00
85936,LATAM Airlines,,,,,,64,{},
85939,Tripadvisor,,Descubre la gastronomía local,Sabadell,3,,9,{},2025-04-18 00:00:00
85941,G Adventures,Excursión,Aventúrate en la montaña,Sabadell,2,100000,7,{},2025-04-20 00:00:00
85942,Exodus Travels,Excursión,Relájate en la playa,Sabadell,4,55000,34,{},2025-04-21 00:00:00
85949,TUI Group,Excursión,Disfruta de un día en la naturaleza,,6,21000,50,{},2025-06-06 00:00:00
85950,Globus,Tour,Conoce la historia de la ciudad,Badajoz,6,62000,8,{},2025-06-07 00:00:00
85951,Civitatis,Visita,Relájate en la playa,Badajoz,2,92000,18,{},2025-06-08 00:00:00
85952,Viator,Visita,Conoce la historia de la ciudad,Badajoz,6,53000,35,{},2025-06-09 00:00:00
85953,,,,,,,23,{},
85964,Insight Vacations,Excursión,Conoce la historia de la ciudad,Málaga,4,79000,33,{},
85965,JetBlue,,,,,,96,{},
85967,United Airlines,,,,,,23,{},
85971,ŽSSK (Eslovaquia),,,,,,41,{},
85974,Hays Travel,Paseo,Conoce la historia de la ciudad,Reus,5,-12000,7,{},2025-12-01 00:00:00
85976,Viator,,,Reus,2,94000,8,{},2025-12-03 00:00:00
85979,Booking Holdings,Visita,Descubre la gastronomía local,Alcoy,3,90000,12,{},2026-01-14 00:00:00
85984,Civitatis,,Conoce la historia de la ciudad,Tarragona,6,45000,6,{},
85995,Globus,Excursión,Relájate en la playa,Alcalá de Henares,1,63000,20,,2025-01-19 00:00:00
85998,BCD Travel,Visita,Aventúrate en la montaña,Alcalá de Henares,4,99000,,{},2025-01-21 00:00:00
86003,G Adventures,Visita,Aventúrate en la montaña,Madrid,1,67000,45,{},
86004,ZS (Eslovenia),,,,,,72,{},
86007,BCD Travel,Paseo,Descubre la gastronomía local,Sabadell,,56000,45,{},2026-06-17 00:00:00
86008,Klook,Paseo,Relájate en la playa,Sabadell,3,89000,37,{},2026-06-18 00:00:00
86009,BCD Travel,Paseo,Disfruta de un día en la naturaleza,Sabadell,7,75000,3,{},2026-06-19 00:00:00
86015,BCD Travel,,Conoce la historia de la ciudad,Santa Cruz de Tenerife,5,,40,{},2026-03-30 00:00:00
86017,Hays Travel,Tour,Relájate en la playa,Santa Cruz de Tenerife,7,80000,12,{},2026-04-01 00:00:00
86018,Thomas Cook,Paseo,Descubre la gastronomía local,Santa Cruz de Tenerife,6,,25,{},2026-04-02 00:00:00
86034,Hays Travel,Excursión,Relájate en la playa,,,6000,19,{},
86035,Flight Centre Travel Group,Tour,Conoce la historia de la ciudad,Alcalá de Henares,7,62000,1,{},2026-07-07 00:00:00
86036,Apple Leisure Group,,Aventúrate en la montaña,Alcalá de Henares,3,42000,14,{},2026-07-08 00:00:00
86037,Hays Travel,,Aventúrate en la montaña,Alcalá de Henares,7,31000,50,,2026-07-09 00:00:00
86040,,Aventura,Disfruta de un día en la naturaleza,Alicante,1,,4,{},2026-07-13 00:00:00
86041,Luxury Escapes,Paseo,Conoce la historia de la ciudad,Alicante,4,12000,14,{},2026-07-14 00:00:00
86043,Hays Travel,Paseo,Descubre la gastronomía local,Alicante,5,23000,30,{},2026-07-16 00:00:00
86044,Hays Travel,Tour,Relájate en la playa,Alicante,7,77000,3,{},2026-07-17 00:00:00
86045,Travel Leaders Group,Paseo,Relájate en la playa,Alicante,3,79000,38,{},2026-07-18 00:00:00
86052,Kuoni,,,Valdemoro,3,56000,46,,2026-08-20 00:00:00
86053,G Adventures,Visita,Descubre la gastronomía local,Valdemoro,3,65000,24,{},
86059,National Geographic Expeditions,,Aventúrate en la montaña,Cartagena,1,61000,50,{},2026-10-06 00:00:00
86066,Flight Centre Travel Group,Excursión,Conoce la historia de la ciudad,,1,58000,20,{},2026-10-12 00:00:00
86069,ZFBH (Bosnia y Herzegovina),,,,,,70,{},
86082,TUI Group,Paseo,Descubre la gastronomía local,San Fernando,3,50000,35,{},2025-09-02 00:00:00
86083,Klook,Paseo,,San Fernando,1,-10000,40,{},2025-09-03 00:00:00
86084,Thomas Cook,,Conoce la historia de la ciudad,San Fernando,5,86000,29,{},2025-09-04 00:00:00
86087,,,Disfruta de un día en la naturaleza,Fuengirola,1,32000,49,{},2026-02-20 00:00:00
86090,Hays Travel,Aventura,Descubre la gastronomía local,Fuengirola,1,49000,43,{},2026-02-23 00:00:00
86091,National Geographic Expeditions,Excursión,Aventúrate en la montaña,Fuengirola,2,20000,40,{},2026-02-24 00:00:00
86099,Apple Leisure Group,Tour,Disfruta de un día en la naturaleza,Marbella,4,,30,{},2026-03-06 00:00:00
86101,Tripadvisor,Excursión,Disfruta de un día en la naturaleza,Marbella,3,45000,12,{},2026-03-08 00:00:00
86103,All Nippon Airways (ANA),,,,,,71,{},
86104,Qatar Airways,,,,,,60,{},
86105,Qatar Airways,,,,,,85,{},
86108,WestJet,,,,,,50,{},
86117,,Visita,Relájate en la playa,León,7,11000,45,{},2025-01-16 00:00:00
86127,Expedia Group,Aventura,Descubre la gastronomía local,Salamanca,6,97000,18,{},
86128,Globus,Excursión,Descubre la gastronomía local,Salamanca,3,25000,42,{},2026-01-21 00:00:00
86130,Exodus Travels,Tour,Conoce la historia de la ciudad,Salamanca,6,16000,25,{},2026-01-23 00:00:00
86131,Travel Leaders Group,Excursión,Aventúrate en la montaña,Salamanca,6,59000,25,{},2026-01-24 00:00:00
86134,,Paseo,Disfruta de un día en la naturaleza,Marbella,7,45000,11,{},2026-01-27 00:00:00
86135,Intrepid Travel,Aventura,Descubre la gastronomía local,Marbella,4,11000,16,{},2026-01-28 00:00:00
86139,American Express Global Business Travel,,Descubre la gastronomía local,León,5,,26,,2025-01-16 00:00:00
86140,Flight Centre Travel Group,Tour,Relájate en la playa,León,4,7000,24,{},2025-01-17 00:00:00
86141,Kuoni,Aventura,Conoce la historia de la ciudad,León,6,80000,37,{},2025-01-18 00:00:00
86142,Trafalgar,Tour,Descubre la gastronomía local,León,1,,27,{},2025-01-19 00:00:00
86144,BCD Travel,Excursión,Descubre la gastronomía local,León,4,25000,35,,2025-01-21 00:00:00
86154,Southwest Airlines,,,,,,66,{},
86156,Booking Holdings,,Disfruta de un día en la naturaleza,Ferrol,1,47000,12,{},2025-04-21 00:00:00
86166,British Airways,,,,,,61,{},
86172,Thomas Cook,Excursión,Descubre la gastronomía local,Arrecife,4,82000,29,{},2025-05-06 00:00:00
86175,EF Tours,Aventura,Relájate en la playa,Hospitalet de LLobregat,5,26000,11,{},2025-07-25 00:00:00
86176,Hays Travel,Tour,Aventúrate en la montaña,Hospitalet de LLobregat,6,,34,{},2025-07-26 00:00:00
86178,Thomas Cook,Visita,Disfruta de un día en la naturaleza,Hospitalet de LLobregat,3,45000,48,{},2025-07-28 00:00:00
86181,Nederlandse Sp,,,,,,79,{},
86183,GetYourGuide,Paseo,Conoce la historia de la ciudad,Mijas,5,85000,,{},
86184,Expedia Group,Paseo,Relájate en la playa,Mijas,1,39000,31,{},2025-10-26 00:00:00
86185,Viator,Aventura,Descubre la gastronomía local,Mijas,1,74000,5,{},
86190,,Excursión,Relájate en la playa,Sevilla,2,90000,19,{},2025-07-27 00:00:00
86209,Globus,Excursión,Conoce la historia de la ciudad,Calahorra,3,,,{},2025-08-15 00:00:00
86210,Intrepid Travel,,Relájate en la playa,Calahorra,1,42000,19,{},2025-08-16 00:00:00
86213,,Visita,Disfruta de un día en la naturaleza,Orihuela,7,9000,46,,
86214,Luxury Escapes,Excursión,Disfruta de un día en la naturaleza,Orihuela,7,82000,24,{},2026-10-11 00:00:00
86215,Luxury Escapes,Aventura,Descubre la gastronomía local,Orihuela,6,62000,32,{},2026-10-12 00:00:00
86216,Globus,Paseo,Aventúrate en la montaña,,4,37000,11,{},2026-10-13 00:00:00
86220,Kuoni,Aventura,Conoce la historia de la ciudad,Ceuta,3,58000,21,{},2025-09-14 00:00:00
86221,Tripadvisor,Tour,Relájate en la playa,Ceuta,5,84000,42,{},2025-09-15 00:00:00
86225,National Geographic Expeditions,Paseo,Relájate en la playa,Puertollano,3,16000,24,{},
86226,Booking Holdings,Excursión,,,4,99000,7,{},2025-09-19 00:00:00
86227,G Adventures,Aventura,Relájate en la playa,Puertollano,,42000,18,{},2025-09-20 00:00:00
86236,Viator,Excursión,Descubre la gastronomía local,Santander,1,96000,,{},2025-07-08 00:00:00
86237,American Express Global Business Travel,Excursión,Aventúrate en la montaña,Santander,4,5000,23,{},2025-07-09 00:00:00
86238,Viator,Tour,Relájate en la playa,Santander,7,39000,10,,
86239,Kuoni,Tour,Descubre la gastronomía local,Santander,4,,19,{},2025-07-11 00:00:00
86243,Viator,Visita,Aventúrate en la montaña,Zamora,3,66000,14,{},2026-02-04 00:00:00
86246,Luxury Escapes,Tour,Disfruta de un día en la naturaleza,Zamora,6,71000,29,{},2026-02-07 00:00:00
86250,Booking Holdings,Paseo,Conoce la historia de la ciudad,Benalmádena,5,,21,{},2026-02-10 00:00:00
86252,Insight Vacations,Tour,,Benalmádena,7,19000,,{},2026-02-12 00:00:00
86253,Japan Airlines,,,,,,,{},
86255,Apple Leisure Group,,Descubre la gastronomía local,San Sebastián,2,78000,10,{},2026-11-05 00:00:00
86257,Ryanair,,,,,,27,{},
86260,American Express Global Business Travel,Tour,Aventúrate en la montaña,Bilbao,5,25000,32,{},2026-11-08 00:00:00
86261,Secret Escapes,,Disfruta de un día en la naturaleza,Bilbao,5,10000,31,{},2026-11-09 00:00:00
86263,Expedia Group,Aventura,Disfruta de un día en la naturaleza,,3,37000,21,{},2026-11-11 00:00:00
86268,Civitatis,Aventura,Conoce la historia de la ciudad,Toledo,4,19000,14,{},
86271,Viator,,Conoce la historia de la ciudad,Toledo,1,52000,36,{},2025-02-27 00:00:00
86283,Vueling,,,,,,58,{},
86286,United Airlines,,,,,,18,{},
86291,Luxury Escapes,,Descubre la gastronomía local,Algeciras,2,,,{},2025-05-03 00:00:00
86299,Trafalgar,Excursión,Relájate en la playa,Gecho,4,14000,21,{},2025-06-09 00:00:00
86312,Globus,Excursión,Conoce la historia de la ciudad,Barcelona,3,,36,{},2025-08-10 00:00:00
86319,Viator,Tour,Disfruta de un día en la naturaleza,Cáceres,2,88000,33,{},2025-08-17 00:00:00
86320,BCD Travel,Tour,Conoce la historia de la ciudad,Cáceres,3,74000,42,{},2025-08-18 00:00:00
86326,Apple Leisure Group,Paseo,Relájate en la playa,Baracaldo,,49000,5,{},2025-10-14 00:00:00
86337,EF Tours,,Disfruta de un día en la naturaleza,Alcalá de Guadaira,1,18000,38,{},2025-11-04 00:00:00
86338,Gray Line,Excursión,Aventúrate en la montaña,Alcalá de Guadaira,3,32000,34,{},2025-11-05 00:00:00
86342,Viator,,Disfruta de un día en la naturaleza,Vitoria,4,41000,49,{},2025-11-08 00:00:00
86343,Contiki,Paseo,Conoce la historia de la ciudad,Vitoria,6,96000,6,{},2025-11-09 00:00:00
86351,Tripadvisor,,,San Cristróbal de la Laguna,5,62000,2,{},2026-07-05 00:00:00
86357,Gray Line,Visita,Descubre la gastronomía local,Ceuta,6,73000,30,{},
